band_j	band_k	range_j	range_k	Q_band
1	1	[2,4)	[2,4)	1.017943970300299e0
1	2	[2,4)	[4,8)	3.222815713855408e-1
1	3	[2,4)	[8,16)	-1.627524010136288e-1
1	4	[2,4)	[16,32)	2.998543027480437e-1
1	5	[2,4)	[32,64)	-2.022625909638883e-1
1	6	[2,4)	[64,128)	4.449436195145158e-2
1	7	[2,4)	[128,256)	-1.409553356434461e-2
1	8	[2,4)	[256,512)	2.485096139158833e-2
1	9	[2,4)	[512,1024)	-8.684140313175671e-3
1	10	[2,4)	[1024,2048)	-1.322294602879252e-2
1	11	[2,4)	[2048,4096)	1.757006121384905e-2
1	12	[2,4)	[4096,8192)	-1.232396436203498e-2
1	13	[2,4)	[8192,16384)	6.301254345291397e-3
1	14	[2,4)	[16384,32768)	-2.433916627273631e-3
1	15	[2,4)	[32768,65536)	4.361136784076456e-4
2	1	[4,8)	[2,4)	3.222815713855408e-1
2	2	[4,8)	[4,8)	7.092772458649097e-5
2	3	[4,8)	[8,16)	2.153618951272566e-2
2	4	[4,8)	[16,32)	1.743290871114567e-1
2	5	[4,8)	[32,64)	-1.071007435339985e-1
2	6	[4,8)	[64,128)	2.176508099413221e-2
2	7	[4,8)	[128,256)	-6.365352217004117e-3
2	8	[4,8)	[256,512)	1.095918905910655e-2
2	9	[4,8)	[512,1024)	-3.804561962187514e-3
2	10	[4,8)	[1024,2048)	-5.782306514378714e-3
2	11	[4,8)	[2048,4096)	7.687390541591806e-3
2	12	[4,8)	[4096,8192)	-5.401098759481804e-3
2	13	[4,8)	[8192,16384)	2.767554888345341e-3
2	14	[4,8)	[16384,32768)	-1.071076860976480e-3
2	15	[4,8)	[32768,65536)	1.921816308151952e-4
3	1	[8,16)	[2,4)	-1.627524010136288e-1
3	2	[8,16)	[4,8)	2.153618951272566e-2
3	3	[8,16)	[8,16)	5.281858961647521e-5
3	4	[8,16)	[16,32)	-1.496805309265443e-4
3	5	[8,16)	[32,64)	4.575362268336521e-3
3	6	[8,16)	[64,128)	1.218875592146763e-1
3	7	[8,16)	[128,256)	8.301452538346927e-3
3	8	[8,16)	[256,512)	-1.150045808158837e-2
3	9	[8,16)	[512,1024)	3.768913969699472e-3
3	10	[8,16)	[1024,2048)	4.897969730412262e-3
3	11	[8,16)	[2048,4096)	-6.473636506039739e-3
3	12	[8,16)	[4096,8192)	4.524703004921055e-3
3	13	[8,16)	[8192,16384)	-2.317057573935435e-3
3	14	[8,16)	[16384,32768)	8.982138457940772e-4
3	15	[8,16)	[32768,65536)	-1.614405201193582e-4
4	1	[16,32)	[2,4)	2.998543027480437e-1
4	2	[16,32)	[4,8)	1.743290871114566e-1
4	3	[16,32)	[8,16)	-1.496805309265443e-4
4	4	[16,32)	[16,32)	4.033648438099710e-4
4	5	[16,32)	[32,64)	-3.767329966153798e-4
4	6	[16,32)	[64,128)	-4.737006633922448e-2
4	7	[16,32)	[128,256)	1.596780153489247e-1
4	8	[16,32)	[256,512)	1.144903785950805e-1
4	9	[16,32)	[512,1024)	-3.753958564433570e-2
4	10	[16,32)	[1024,2048)	-1.429673091311632e-2
4	11	[16,32)	[2048,4096)	1.839481321304563e-2
4	12	[16,32)	[4096,8192)	-1.240560402864032e-2
4	13	[16,32)	[8192,16384)	6.250466613709432e-3
4	14	[16,32)	[16384,32768)	-2.408646494179423e-3
4	15	[16,32)	[32768,65536)	4.320758765547622e-4
5	1	[32,64)	[2,4)	-2.022625909638883e-1
5	2	[32,64)	[4,8)	-1.071007435339985e-1
5	3	[32,64)	[8,16)	4.575362268336486e-3
5	4	[32,64)	[16,32)	-3.767329966153798e-4
5	5	[32,64)	[32,64)	3.441398954986409e-4
5	6	[32,64)	[64,128)	-1.083715227896022e-4
5	7	[32,64)	[128,256)	8.847765232240531e-5
5	8	[32,64)	[256,512)	-6.063638070759205e-3
5	9	[32,64)	[512,1024)	1.271084047269938e-1
5	10	[32,64)	[1024,2048)	-2.024366152431079e-1
5	11	[32,64)	[2048,4096)	-2.355087127956784e-2
5	12	[32,64)	[4096,8192)	1.242975187298227e-2
5	13	[32,64)	[8192,16384)	-5.892168851399860e-3
5	14	[32,64)	[16384,32768)	2.222542530698155e-3
5	15	[32,64)	[32768,65536)	-3.954472334856392e-4
6	1	[64,128)	[2,4)	4.449436195145159e-2
6	2	[64,128)	[4,8)	2.176508099413222e-2
6	3	[64,128)	[8,16)	1.218875592146764e-1
6	4	[64,128)	[16,32)	-4.737006633922448e-2
6	5	[64,128)	[32,64)	-1.083715227896021e-4
6	6	[64,128)	[64,128)	3.655445097826041e-5
6	7	[64,128)	[128,256)	-2.675329334659852e-5
6	8	[64,128)	[256,512)	7.240980717265087e-5
6	9	[64,128)	[512,1024)	-1.090370471621821e-5
6	10	[64,128)	[1024,2048)	3.579274872040584e-2
6	11	[64,128)	[2048,4096)	-2.485641988679289e-1
6	12	[64,128)	[4096,8192)	6.993856893960440e-2
6	13	[64,128)	[8192,16384)	6.859030958304832e-4
6	14	[64,128)	[16384,32768)	-6.275325141488363e-4
6	15	[64,128)	[32768,65536)	1.178402267297105e-4
7	1	[128,256)	[2,4)	-1.409553356434459e-2
7	2	[128,256)	[4,8)	-6.365352217004130e-3
7	3	[128,256)	[8,16)	8.301452538346916e-3
7	4	[128,256)	[16,32)	1.596780153489247e-1
7	5	[128,256)	[32,64)	8.847765232240533e-5
7	6	[128,256)	[64,128)	-2.675329334659843e-5
7	7	[128,256)	[128,256)	1.310313715627338e-4
7	8	[128,256)	[256,512)	-7.216094063591634e-5
7	9	[128,256)	[512,1024)	1.044421082790606e-5
7	10	[128,256)	[1024,2048)	1.688825800213918e-4
7	11	[128,256)	[2048,4096)	-3.267696583604118e-4
7	12	[128,256)	[4096,8192)	2.018617065447204e-2
7	13	[128,256)	[8192,16384)	-1.201623653925344e-2
7	14	[128,256)	[16384,32768)	-4.758615639954565e-2
7	15	[128,256)	[32768,65536)	-2.117860224556698e-4
8	1	[256,512)	[2,4)	2.485096139158832e-2
8	2	[256,512)	[4,8)	1.095918905910655e-2
